% Module: Sweep, ID: c0p1t6p1cfm0
% Devices: DEV4765
% Time: 2021/02/22 20:45:28
% Impedance 1 Sample Abs(Z), /dev4765/imps/0/sample.AbsZ
% Impedance 1 Sample Imag(Z), /dev4765/imps/0/sample.ImagZ
% Impedance 1 Sample Phase(Z), /dev4765/imps/0/sample.PhaseZ
% Impedance 1 Sample Real(Z), /dev4765/imps/0/sample.RealZ
% Frequency (Hz); Impedance 1 Sample Abs(Z)  Impedance (Ohm); Impedance 1 Sample Imag(Z)  Impedance (Ohm); Impedance 1 Sample Phase(Z)  Phase(Z) (deg); Impedance 1 Sample Real(Z)  Impedance (Ohm)
1000; 14775.5295077; -14773.9062245; -89.1506887057; 219.013768364
1009.000818256205; 14644.9669121; -14643.353192; -89.1494277128; 217.400751251
1018.00163651241; 14516.6266847; -14515.0243819; -89.1487038524; 215.678952352
1027.002454768615; 14390.4565075; -14388.8644498; -89.1477177328; 214.052042012
1036.00327302482; 14266.8577509; -14265.2759281; -89.1467896361; 212.4446364
1045.004091281025; 14145.1143812; -14143.5422772; -89.1457621305; 210.885423014
1054.004909537231; 14025.3927884; -14023.8297378; -89.1445977448; 209.385526653
1063.005727793436; 13907.8510787; -13906.2985062; -89.1438746694; 207.806240606
1072.006546049641; 13792.2630306; -13790.7205761; -89.1431005227; 206.265496963
1081.007364305846; 13678.513751; -13676.9825488; -89.1426891105; 204.6625652
1090.008182562051; 13566.7529425; -13565.229774; -89.1414264688; 203.289302355
1099.009000818256; 13456.6440212; -13455.1302927; -89.1405965823; 201.834276742
1108.009819074461; 13348.4431882; -13346.9379515; -89.1395440397; 200.456576584
1117.010637330666; 13241.8158644; -13240.3211257; -89.1391045057; 198.95690003
1126.011455586872; 13137.1040397; -13135.6169399; -89.1378917716; 197.661646745
1135.012273843077; 13033.9221211; -13032.4442872; -89.1371868023; 196.269516834
1144.013092099282; 12932.2881782; -12930.8185966; -89.1362249786; 194.956145572
1153.013910355487; 12832.3099185; -12830.8479261; -89.1351084437; 193.698996746
1162.014728611692; 12733.819761; -12732.3668798; -89.134479785; 192.352024974
1171.015546867897; 12637.0525508; -12635.6071043; -89.1333979812; 191.128872429
1180.016365124102; 12541.5373301; -12540.1006378; -89.1327424676; 189.82772346
1189.017183380307; 12447.559317; -12446.1302709; -89.1317944907; 188.611205167
1198.018001636513; 12354.9130966; -12353.492799; -89.1312168908; 187.331922467
1207.018819892718; 12263.7467398; -12262.3328491; -89.1299626703; 186.218034238
1216.019638148923; 12173.7687274; -12172.3623767; -89.1290847192; 185.03828796
1225.020456405128; 12085.1705237; -12083.7701263; -89.127750205; 183.973068045
1234.021274661333; 11997.8061931; -11996.413716; -89.127059283; 182.787780818
1243.022092917538; 11911.8057648; -11910.420411; -89.1261574722; 181.665019595
1252.022911173743; 11826.8394515; -11825.460463; -89.1250411482; 180.599614147
1261.023729429948; 11743.4648117; -11742.0940474; -89.1245627241; 179.424504324
1270.024547686153; 11660.9722643; -11659.607498; -89.1233961226; 178.401528358
1279.025365942358; 11579.69713; -11578.3385145; -89.1223094791; 177.377688401
1288.026184198563; 11499.3745402; -11498.0233629; -89.121663972; 176.276848071
1297.027002454769; 11420.380857; -11419.036108; -89.1207305193; 175.251969464
1306.027820710974; 11342.3040717; -11340.9665434; -89.1200813145; 174.182340235
1315.028638967179; 11265.3258365; -11263.9935957; -89.1188268898; 173.246807541
1324.029457223384; 11189.2815527; -11187.9563158; -89.1181648348; 172.206617741
1333.030275479589; 11114.553406; -11113.233168; -89.116875696; 171.306572283
1342.031093735794; 11040.7946105; -11039.4809495; -89.1161405759; 170.311380522
1351.031911991999; 10967.9852059; -10966.6769771; -89.1150469282; 169.397578085
1360.032730248204; 10895.8667181; -10894.5638919; -89.1139583011; 168.490725725
1369.03354850441; 10824.7986961; -10823.5015644; -89.1129995436; 167.572864599
1378.034366760615; 10754.5964601; -10753.3060349; -89.1124124311; 166.596291359
1387.03518501682; 10685.3114852; -10684.024128; -89.1105986249; 165.86124073
1396.036003273025; 10617.104; -10615.8216294; -89.109476239; 165.010456202
1405.03682152923; 10549.5080441; -10548.2296703; -89.1080209272; 164.22780826
1414.037639785435; 10482.9119976; -10481.6376481; -89.1066015049; 163.450753433
1423.03845804164; 10416.8954337; -10415.6230053; -89.1044508632; 162.812373976
1432.039276297845; 10351.8931445; -10350.622841; -89.1023938867; 162.168009136
1441.04009455405; 10287.4211162; -10286.1506825; -89.0995395686; 161.670448794
1450.040912810256; 10224.0175588; -10222.745888; -89.0963119773; 161.249907147
1459.041731066461; 10161.3574213; -10160.0820756; -89.0922211707; 160.987062272
1468.042549322666; 10099.5460431; -10098.26524; -89.0875013257; 160.839644239
1477.043367578871; 10038.5565653; -10037.2671871; -89.081674529; 160.889118882
1486.044185835076; 9978.6447636; -9977.34481565; -89.075154088; 161.064359779
1495.045004091281; 9919.59778905; -9918.28618908; -89.0682573566; 161.305160303
1504.045822347486; 9861.96166413; -9860.6364723; -89.0607091454; 161.666977371
1513.046640603691; 9805.1930187; -9803.8586974; -89.054754675; 161.755238585
1522.047458859896; 9749.80494678; -9748.47348739; -89.0530905629; 161.124644113
1531.048277116101; 9694.9158878; -9693.60184725; -89.0566458686; 159.616044709
1540.049095372307; 9640.06876348; -9638.7820683; -89.0638615573; 157.499164632
1549.049913628512; 9585.0919117; -9583.83481917; -89.0720434382; 155.232378398
1558.050731884717; 9530.21237958; -9528.97970581; -89.0784582962; 153.27672635
1567.051550140922; 9475.83575365; -9474.62206094; -89.082961132; 151.657569588
1576.052368397127; 9421.95045267; -9420.75120279; -89.0858309885; 150.323283351
1585.053186653332; 9368.61002354; -9367.42236481; -89.0876733209; 149.171051338
1594.054004909537; 9316.16644867; -9314.98787686; -89.088615817; 148.182794053
1603.054823165742; 9264.0720326; -9262.90196441; -89.0893599838; 147.233872951
1612.055641421947; 9212.57929428; -9211.41609705; -89.0895037224; 146.392390119
1621.056459678153; 9161.73076396; -9160.57378921; -89.0894258668; 145.596829903
1630.057277934358; 9111.52109257; -9110.36958647; -89.0890810411; 144.853735264
1639.058096190563; 9061.77397363; -9060.62759586; -89.0886202034; 144.13573778
1648.058914446768; 9012.82848355; -9011.68778303; -89.0884144839; 143.389571844
1657.059732702973; 8964.32364914; -8963.18771831; -89.0878645354; 142.703916594
1666.060550959178; 8916.21087047; -8915.07932452; -89.0871737952; 142.045482133
1675.061369215383; 8868.58369; -8867.45714716; -89.0867516409; 141.35206193
1684.062187471588; 8821.7721532; -8820.65036679; -89.0862669278; 140.680576653
1693.063005727794; 8775.3009797; -8774.18274065; -89.0853003908; 140.087515916
1702.063823983999; 8729.30182839; -8728.1881677; -89.0847728689; 139.433552994
1711.064642240204; 8683.73394132; -8682.62453787; -89.084130299; 138.803070214
1720.065460496409; 8638.70657008; -8637.60066368; -89.0831948634; 138.224362361
1729.066278752614; 8594.25145676; -8593.15048949; -89.0828816209; 137.560034364
1738.067097008819; 8550.12700145; -8549.02955661; -89.0819902122; 136.986781779
1747.067915265024; 8506.44852688; -8505.35536565; -89.0814343362; 136.369500257
1756.068733521229; 8463.40643503; -8462.31724027; -89.0807737365; 135.777046761
1765.069551777434; 8420.60407837; -8419.51860627; -89.0800166679; 135.201625455
1774.070370033639; 8378.28535053; -8377.20358903; -89.0792738913; 134.630755236
1783.071188289844; 8336.51105702; -8335.43297884; -89.0785426404; 134.065866723
1792.07200654605; 8294.96090711; -8293.88652085; -89.0778207682; 133.502161474
1801.072824802255; 8253.95499458; -8252.88454211; -89.0772268664; 132.927742787
1810.07364305846; 8213.38824624; -8212.32129701; -89.0764657908; 132.383512775
1819.074461314665; 8173.21035759; -8172.14708366; -89.0757944883; 131.831673432
1828.07527957087; 8133.47395015; -8132.41411557; -89.0750392203; 131.297936746
1837.076097827075; 8093.95465654; -8092.89875014; -89.0745037834; 130.735609646
1846.07691608328; 8054.96294652; -8053.91021766; -89.0736634451; 130.223929635
1855.077734339485; 8016.3554453; -8015.30603833; -89.0729016173; 129.706340165
1864.078552595691; 7978.0432953; -7976.99749733; -89.0722775979; 129.173320448
1873.079370851896; 7940.14309519; -7939.10091112; -89.0716742746; 128.643273044
1882.080189108101; 7902.56146031; -7901.52251528; -89.0709166524; 128.138871155
1891.081007364306; 7865.22219769; -7864.18646384; -89.0701541667; 127.638076161
1900.081825620511; 7828.39344848; -7827.36130518; -89.069586385; 127.11797969
1909.082643876716; 7791.85697757; -7790.82784221; -89.0687674561; 126.636052405
1918.083462132921; 7755.60018637; -7754.5742389; -89.0680400688; 126.145240868
1927.084280389126; 7719.71337784; -7718.69105265; -89.0675268928; 125.630673203
1936.085098645332; 7684.17524933; -7683.15581095; -89.066693572; 125.164070717
1945.085916901537; 7648.92582848; -7647.90973898; -89.0660832316; 124.671377825
1954.086735157742; 7614.03592867; -7613.02287538; -89.0653454983; 124.200724601
1963.087553413947; 7579.37017417; -7578.3600516; -89.0645666102; 123.738275844
1972.088371670152; 7545.18088101; -7544.17352106; -89.063732568; 123.289931509
1981.089189926357; 7511.27322755; -7510.26918463; -89.0631678623; 122.809894043
1990.090008182562; 7477.67252137; -7476.67143874; -89.0624506153; 122.354115523
1999.090826438767; 7444.33002146; -7443.33173598; -89.0616669639; 121.910350398
2008.091644694972; 7411.25942361; -7410.26415945; -89.0609999228; 121.455047793
2017.092462951177; 7378.52628391; -7377.53419708; -89.0604227507; 120.99293822
2026.093281207382; 7346.01774777; -7345.02834496; -89.0596207765; 120.562672941
2035.094099463588; 7313.89081688; -7312.90430213; -89.0589340903; 120.123051344
2044.094917719793; 7281.98914131; -7281.00550593; -89.0582523942; 119.685727484
2053.095735975998; 7250.31866637; -7249.33788113; -89.057566108; 119.25202822
2062.096554232203; 7219.08338531; -7218.10563719; -89.0569929064; 118.810487548
2071.097372488408; 7188.1022911; -7187.12728743; -89.0562900968; 118.388765527
2080.098190744613; 7157.48467234; -7156.51263806; -89.0557150048; 117.956322051
2089.099009000818; 7126.93127309; -7125.96184015; -89.0549601497; 117.546680369
2098.099827257023; 7096.79140253; -7095.82472322; -89.0543014705; 117.131148567
2107.100645513228; 7066.77312799; -7065.80926837; -89.0536781868; 116.712567271
2116.101463769433; 7037.02893315; -7036.06775455; -89.0530001119; 116.304590647
2125.102282025638; 7007.55632162; -7006.59789364; -89.0523695706; 115.894589854
2134.103100281844; 6978.44369856; -6977.48764451; -89.0515717284; 115.510271406
2143.103918538049; 6949.49186701; -6948.53852115; -89.0509452425; 115.107024932
2152.104736794254; 6920.70291007; -6919.75224468; -89.0503111961; 114.706757994
2161.105555050459; 6892.11091566; -6891.16287658; -89.0496587777; 114.311330577
2170.106373306664; 6863.82630707; -6862.88066915; -89.0489093962; 113.931967987
2179.107191562869; 6835.82290632; -6834.87984526; -89.0482626873; 113.544288708
2188.108009819074; 6808.03176552; -6807.09133469; -89.0476529365; 113.155114942
2197.108828075279; 6780.38419535; -6779.4457235; -89.046707702; 112.807433151
2206.109646331484; 6752.93415777; -6751.9982869; -89.0460967541; 112.422734986
2215.110464587689; 6725.77703932; -6724.84360551; -89.0454181809; 112.050268241
2224.111282843895; 6698.78694022; -6697.85563395; -89.0445877068; 111.697699962
2233.1121011001; 6671.97482843; -6671.04616933; -89.0440314489; 111.315392363
2242.112919356305; 6645.38249469; -6644.45615289; -89.0433164846; 110.954638007
2251.11373761251; 6619.07470398; -6618.15094046; -89.0427521042; 110.58058072
2260.114555868715; 6592.90934252; -6591.98759401; -89.0419011368; 110.241358479
2269.11537412492; 6567.05222352; -6566.13270839; -89.0411804381; 109.891588977
2278.116192381126; 6541.38651453; -6540.46943073; -89.040572238; 109.531532274
2287.117010637331; 6515.9252824; -6515.01054166; -89.039928338; 109.178416343
2296.117828893536; 6490.68198392; -6489.76922047; -89.0391034187; 108.848885959
2305.118647149741; 6465.56220868; -6464.65179761; -89.0384800238; 108.497963929
2314.119465405946; 6440.68357664; -6439.77559985; -89.0379135383; 108.144148463
2323.120283662151; 6416.02557095; -6415.11972523; -89.0371984314; 107.810188121
2332.121101918356; 6391.42788371; -6390.5240561; -89.0364226523; 107.483393484
2341.121920174561; 6367.13610635; -6366.23452711; -89.0357878144; 107.145421617
2350.122738430767; 6342.9800816; -6342.0808467; -89.0352103388; 106.802847668
2359.123556686972; 6318.96199623; -6318.06486692; -89.0345108635; 106.475563819
2368.124374943177; 6295.22495649; -6294.33017576; -89.0339592877; 106.136185289
