"HIOKI E.E. CORPORATION","IM3570","Ver. 3.11"

"DATE","22-09-09"
"TIME","13:29:43"

"SOURCE","FREQ"
"TRIG","SEQ"
"DRAW","REAL"
"TRIG DELAY","0.1000","s"
"DCBIAS","OFF"

"V","0.500","V"
"RANGE","AUTO"
"SPEED","MED"
"AVG","4"
"POINT DELAY","0.0100","s"
"No.","FREQUENCY(Hz)","Z[Ħ]","X[Ħ]"
"1","10.000E+03","1.250194E+03","-1.246507E+03"
"2","10.281E+03","1.209486E+03","-1.206324E+03"
"3","10.561E+03","1.156782E+03","-1.152872E+03"
"4","10.842E+03","1.154157E+03","-1.148965E+03"
"5","11.122E+03","1.124822E+03","-1.120110E+03"
"6","11.403E+03","1.089614E+03","-1.086619E+03"
"7","11.683E+03","1.037085E+03","-1.033355E+03"
"8","11.964E+03","974.9636E+00","-965.6013E+00"
"9","12.244E+03","1.115091E+03","-1.087869E+03"
"10","12.525E+03","1.102321E+03","-1.097243E+03"
"11","12.806E+03","1.038890E+03","-1.036772E+03"
"12","13.086E+03","994.4967E+00","-992.5441E+00"
"13","13.367E+03","963.9617E+00","-961.6860E+00"
"14","13.647E+03","943.3944E+00","-941.1402E+00"
"15","13.928E+03","917.3897E+00","-914.6959E+00"
"16","14.208E+03","905.4169E+00","-902.8559E+00"
"17","14.489E+03","884.7798E+00","-882.4651E+00"
"18","14.770E+03","862.2550E+00","-859.9968E+00"
"19","15.050E+03","839.1469E+00","-835.8629E+00"
"20","15.331E+03","845.4778E+00","-841.1038E+00"
"21","15.611E+03","835.3861E+00","-830.9565E+00"
"22","15.892E+03","834.5758E+00","-831.8998E+00"
"23","16.172E+03","816.2900E+00","-814.2337E+00"
"24","16.453E+03","798.6959E+00","-797.0927E+00"
"25","16.733E+03","781.9426E+00","-780.5353E+00"
"26","17.014E+03","765.4509E+00","-764.1249E+00"
"27","17.295E+03","750.5979E+00","-749.2520E+00"
"28","17.575E+03","737.9792E+00","-736.6172E+00"
"29","17.856E+03","725.5167E+00","-724.1634E+00"
"30","18.136E+03","714.4907E+00","-713.1420E+00"
"31","18.417E+03","703.4419E+00","-702.1131E+00"
"32","18.697E+03","692.8842E+00","-691.6152E+00"
