% Module: Sweep, ID: c0p1t6p1cfm0
% Devices: DEV4765
% Time: 2021/02/12 16:18:13
% Impedance 1 Sample Abs(Z), /dev4765/imps/0/sample.AbsZ
% Impedance 1 Sample Imag(Z), /dev4765/imps/0/sample.ImagZ
% Impedance 1 Sample Phase(Z), /dev4765/imps/0/sample.PhaseZ
% Impedance 1 Sample Real(Z), /dev4765/imps/0/sample.RealZ
% Frequency (Hz); Impedance 1 Sample Abs(Z)  Impedance (Ohm); Impedance 1 Sample Imag(Z)  Impedance (Ohm); Impedance 1 Sample Phase(Z)  Phase(Z) (deg); Impedance 1 Sample Real(Z)  Impedance (Ohm)
1000; 4953653.76436; -4948224.51904; -87.3249329958; 231191.40027
1099.099099099099; 4517184.82637; -4513119.78571; -87.576813018; 190988.411136
1198.198198198198; 4148763.04242; -4145459.16781; -87.7326033659; 164131.24716
1297.297297297297; 3836481.37773; -3832703.45816; -87.459743362; 170037.572295
1396.396396396396; 3568470.92209; -3565359.8906; -87.611008397; 148745.038231
1495.495495495496; 3336702.96257; -3333695.44751; -87.5721385921; 141345.610885
1594.594594594595; 3132495.29192; -3129829.62568; -87.6365997641; 129175.515424
1693.693693693694; 2951965.19702; -2949217.81563; -87.5298250791; 127227.122837
1792.792792792793; 2791803.46753; -2789249.54973; -87.5557493632; 119061.829347
1891.891891891892; 2647937.82287; -2646125.967; -87.8809799562; 97908.4517938
1990.990990990991; 2518814.01058; -2516737.56419; -87.6772225581; 102083.88408
2090.09009009009; 2401479.69647; -2399548.86209; -87.7064249799; 96106.1360683
2189.189189189189; 2294879.85232; -2293026.08042; -87.6977454629; 92187.6458585
2288.288288288288; 2197405.44666; -2195666.45117; -87.7211011603; 87377.0975817
2387.387387387387; 2108186.2296; -2106535.72662; -87.7345556226; 83334.828447
2486.486486486487; 2025640.32924; -2024118.79405; -87.7793986815; 78487.6269472
2585.585585585585; 1949454.14657; -1947968.46516; -87.7631798571; 76087.1092993
2684.684684684685; 1878938.97968; -1877467.46079; -87.7323369002; 74345.5896426
2783.783783783784; 1813348.39865; -1811979.23389; -87.7734430373; 70450.352599
2882.882882882883; 1752178.50599; -1750815.96027; -87.7409482007; 69066.843757
2981.981981981982; 1695413.16846; -1694209.9442; -87.8420693418; 63839.3002243
3081.081081081081; 1641735.60099; -1640570.23663; -87.8412354061; 61841.9159454
3180.18018018018; 1591842.93402; -1590720.85673; -87.8487115285; 59754.9590979
3279.279279279279; 1544638.75889; -1543522.5162; -87.8216847794; 58711.1023779
3378.378378378378; 1500183.70054; -1499100.92952; -87.8230532981; 56985.6108949
3477.477477477477; 1458274.02451; -1457174.64769; -87.7751641426; 56611.6074576
3576.576576576576; 1418739.835; -1417691.53374; -87.7975474041; 54522.9562712
3675.675675675675; 1381306.61303; -1380294.71372; -87.8070545088; 52855.4097238
3774.774774774774; 1345816.92371; -1344824.88625; -87.7999595273; 51663.9223583
