% Module: Sweep, ID: c0p1t6p1cfm0
% Devices: DEV4765
% Time: 2021/02/23 21:32:34
% Impedance 1 Sample Abs(Z), /dev4765/imps/0/sample.AbsZ
% Impedance 1 Sample Imag(Z), /dev4765/imps/0/sample.ImagZ
% Impedance 1 Sample Phase(Z), /dev4765/imps/0/sample.PhaseZ
% Impedance 1 Sample Real(Z), /dev4765/imps/0/sample.RealZ
% Frequency (Hz); Impedance 1 Sample Abs(Z)  Impedance (Ohm); Impedance 1 Sample Imag(Z)  Impedance (Ohm); Impedance 1 Sample Phase(Z)  Phase(Z) (deg); Impedance 1 Sample Real(Z)  Impedance (Ohm)
1000; 39304.47614; -39299.7857197; -89.1148306352; 607.195406435
1009.000818256205; 38957.0927603; -38952.4425629; -89.1147132501; 601.908660908
1018.00163651241; 38616.1541882; -38611.5408226; -89.114342225; 596.890999364
1027.002454768615; 38281.5484564; -38276.9758049; -89.1144135737; 591.671331568
1036.00327302482; 37951.272285; -37946.7344304; -89.1139591076; 586.867643069
1045.004091281025; 37627.8658683; -37623.367469; -89.1140362881; 581.815891551
1054.004909537231; 37309.335405; -37304.8757802; -89.1141055949; 576.845536553
1063.005727793436; 36996.3248757; -36991.8977201; -89.1136106732; 572.325563833
1072.006546049641; 36688.6002184; -36684.2124211; -89.1138659008; 567.401718366
1081.007364305846; 36386.1124683; -36381.7519228; -89.1129581549; 563.300043346
1090.008182562051; 36088.4879108; -36084.1646566; -89.1131243362; 558.587801429
1099.009000818256; 35795.8042887; -35791.5170215; -89.1132199501; 553.997838988
1108.009819074461; 35507.9640234; -35503.7063039; -89.1127063035; 549.861325986
1117.010637330666; 35225.0589846; -35220.8321802; -89.1123906584; 545.674410739
1126.011455586872; 34945.9474025; -34941.7529389; -89.1122686686; 541.425068217
1135.012273843077; 34671.4991638; -34667.3377584; -89.112281172; 537.165413067
1144.013092099282; 34401.3592422; -34397.2296582; -89.1122163832; 533.019030694
1153.013910355487; 34135.4267762; -34131.3259171; -89.1118702575; 529.104833217
1162.014728611692; 33873.610687; -33869.5409146; -89.1118302653; 525.07028107
1171.015546867897; 33616.1016976; -33612.0637935; -89.1119322695; 521.018828134
1180.016365124102; 33361.8359794; -33357.8228077; -89.1112888374; 517.452549945
1189.017183380307; 33111.160362; -33107.1770826; -89.1112597355; 513.581308629
1198.018001636513; 32865.2537811; -32861.2983782; -89.1110677224; 509.877223686
1207.018819892718; 32622.4974459; -32618.570895; -89.1110266462; 506.134442992
1216.019638148923; 32383.8070198; -32379.9041767; -89.1104541518; 502.754724861
1225.020456405128; 32147.6825966; -32143.8072343; -89.1103421187; 499.151775396
1234.021274661333; 31915.8040135; -31911.9543053; -89.1100762355; 495.699521469
1243.022092917538; 31686.8591812; -31683.0384524; -89.1102350843; 492.0558315
1252.022911173743; 31461.2184809; -31457.4160178; -89.109187061; 489.127328528
1261.023729429948; 31239.3848622; -31235.609977; -89.1092773399; 485.629262907
1270.024547686153; 31019.8134414; -31016.0677016; -89.109588296; 482.047607535
1279.025365942358; 30803.4224151; -30799.700527; -89.1093156674; 478.831440158
1288.026184198563; 30589.8304001; -30586.1337661; -89.1092486243; 475.546996019
1297.027002454769; 30379.8573842; -30376.1826457; -89.1088268324; 472.506392534
1306.027820710974; 30172.1956669; -30168.5464523; -89.1088762217; 469.250567648
1315.028638967179; 29967.7923878; -29964.1668166; -89.1087436794; 466.140918139
1324.029457223384; 29765.9404923; -29762.3381289; -89.1085936517; 463.079096138
1333.030275479589; 29566.9431325; -29563.3619606; -89.1082334444; 460.169085691
1342.031093735794; 29370.6757091; -29367.1170735; -89.1080786017; 457.193816184
1351.031911991999; 29176.597649; -29173.0607274; -89.1078513752; 454.288427816
1360.032730248204; 28985.2658733; -28981.7538371; -89.1080661676; 451.20068657
1369.03354850441; 28796.3981724; -28792.9065633; -89.1077520029; 448.418544992
1378.034366760615; 28610.136195; -28606.6692295; -89.1080168742; 445.385823375
1387.03518501682; 28426.121262; -28422.6736482; -89.1076353147; 442.710465605
1396.036003273025; 28244.7417424; -28241.3142252; -89.1073877386; 440.00768038
1405.03682152923; 28065.4647418; -28062.0552604; -89.1069004197; 437.453508334
1414.037639785435; 27888.6488074; -27885.2608955; -89.1069122081; 434.691760947
1423.03845804164; 27713.9918284; -27710.6236139; -89.1067106013; 432.066940368
1432.039276297845; 27541.6622589; -27538.3141828; -89.1066031826; 429.431914694
1441.04009455405; 27371.2216398; -27367.8923057; -89.1063376105; 426.901246045
1450.040912810256; 27202.8163672; -27199.507346; -89.1063146272; 424.285584846
1459.041731066461; 27036.5209276; -27033.2327387; -89.1063967733; 421.653098434
1468.042549322666; 26872.4514362; -26869.1815752; -89.1061744017; 419.198604067
1477.043367578871; 26710.4465164; -26707.1944802; -89.1059149347; 416.792342727
1486.044185835076; 26549.9225527; -26546.6893388; -89.1058149674; 414.333829214
1495.045004091281; 26391.5148212; -26388.2990828; -89.1055624664; 411.978036866
1504.045822347486; 26235.1121259; -26231.9190899; -89.1060723816; 409.303093002
1513.046640603691; 26080.5221148; -26077.3425437; -89.1053195027; 407.233944114
1522.047458859896; 25927.7769423; -25924.6155901; -89.1052625993; 404.874655425
1531.048277116101; 25776.7007125; -25773.5577759; -89.1052617341; 402.515913487
1540.049095372307; 25627.7487481; -25624.6214941; -89.1049068623; 400.348668221
1549.049913628512; 25480.0800086; -25476.9703569; -89.1048468334; 398.068525182
1558.050731884717; 25334.2273962; -25331.1349701; -89.104763634; 395.826692363
1567.051550140922; 25189.9741159; -25186.8972143; -89.1044604798; 393.706117543
1576.052368397127; 25047.2427172; -25044.1814027; -89.1041899997; 391.593527257
