% Module: Sweep, ID: c0p1t6p1cfm0
% Devices: DEV4765
% Time: 2021/02/22 20:13:48
% Impedance 1 Sample Abs(Z), /dev4765/imps/0/sample.AbsZ
% Impedance 1 Sample Imag(Z), /dev4765/imps/0/sample.ImagZ
% Impedance 1 Sample Phase(Z), /dev4765/imps/0/sample.PhaseZ
% Impedance 1 Sample Real(Z), /dev4765/imps/0/sample.RealZ
% Frequency (Hz); Impedance 1 Sample Abs(Z)  Impedance (Ohm); Impedance 1 Sample Imag(Z)  Impedance (Ohm); Impedance 1 Sample Phase(Z)  Phase(Z) (deg); Impedance 1 Sample Real(Z)  Impedance (Ohm)
1000; 15218.9443111; -15217.0736859; -89.1016554637; 238.609115538
1009.000818256205; 15084.5436484; -15082.6871717; -89.1010813937; 236.653045366
1018.00163651241; 14952.5856054; -14950.7437069; -89.1006750039; 234.688872677
1027.002454768615; 14823.0125116; -14821.1815604; -89.0994414543; 232.974244886
1036.00327302482; 14695.4486281; -14693.6307882; -89.0987854697; 231.137543758
1045.004091281025; 14570.1462793; -14568.3398881; -89.0977729315; 229.424178341
1054.004909537231; 14447.117092; -14445.3230949; -89.0970533632; 227.668354224
1063.005727793436; 14326.0983675; -14324.3157375; -89.0961245791; 225.993454238
1072.006546049641; 14206.9676016; -14205.1971154; -89.0954397372; 224.283962808
1081.007364305846; 14090.1057786; -14088.3458841; -89.0944171581; 222.690518359
1090.008182562051; 13974.9494147; -13973.2020024; -89.093924211; 220.990719339
1099.009000818256; 13861.7589224; -13860.0223692; -89.0930636674; 219.408967521
1108.009819074461; 13750.5010295; -13748.7756467; -89.0923356471; 217.822631374
1117.010637330666; 13640.9545094; -13639.2400327; -89.0915827419; 216.266527557
1126.011455586872; 13532.9948433; -13531.2919465; -89.0910516865; 214.680330106
1135.012273843077; 13426.7890341; -13425.0972397; -89.0904435233; 213.138038596
1144.013092099282; 13322.3479002; -13320.6652643; -89.0893600827; 211.732017954
1153.013910355487; 13219.3098476; -13217.6375371; -89.0886271228; 210.263522117
1162.014728611692; 13118.0776731; -13116.4146601; -89.08766424; 208.873773373
